hospital,error_type,invoice_id,planted_line,detail,line_match_before,line_match_after,flagged,category_found,extra_categories,expected_total,original_total,contract_total,total_equals_original,tier,confidence,spillover_in_batch
H4,exclusion_window_violation,INV-H4-000757,,adds Ambulatory Haematology Transfusion Service on 2025-06-27 (excluded by Postoperative Geriatric Imaging Interpretation within 7 days),,,1,1,,1616780,1616780,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000022,,adds Ambulatory Haematology Transfusion Service on 2024-01-31 (excluded by Postoperative Geriatric Imaging Interpretation within 7 days),,,1,1,,2760525,2760525,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000802,,adds Standard Ophthalmic Laboratory Panel on 2025-05-26 (excluded by Extended Renal Ward Bed Occupancy within 30 days),,,1,1,,3248500,3248500,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000747,,adds Standard Ophthalmic Laboratory Panel on 2024-02-10 (excluded by Extended Renal Ward Bed Occupancy within 30 days),,,1,1,,805650,805650,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000775,,adds Advanced Paediatric Theatre Time on 2025-02-27 (excluded by Bedside Cardiac Home Visit within 30 days),,,1,1,,974850,974850,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000110,,adds Comprehensive Ophthalmic Laboratory Panel on 2024-04-21 (excluded by Ambulatory Musculoskeletal Specimen Analysis within 7 days),,,1,1,,1614575,1614575,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000291,,adds Supervised Gastrointestinal Nursing Observation on 2024-04-05 (excluded by Comprehensive Neurological Endoscopic Procedure within 7 days),,,1,1,,2286450,2286450,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000493,,adds Comprehensive Ophthalmic Laboratory Panel on 2024-09-07 (excluded by Ambulatory Musculoskeletal Specimen Analysis within 7 days),,,1,1,,518750,518750,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000470,,adds Continuous Gastrointestinal Transfusion Service on 2024-04-04 (excluded by Postoperative Geriatric Case Conference within 10 days),,,1,1,,1962575,1962575,,1,F2,0.93,0
H4,exclusion_window_violation,INV-H4-000475,,adds Assisted Paediatric Theatre Time on 2025-02-27 (excluded by Outpatient Cardiac Physiotherapy Session within 10 days),,,1,1,,2846850,2846850,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000601,H4-L00601-02,standalone rate: 28750 -> 38325,exact,exact,1,1,,3781810,3781810,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000124,H4-L00124-11,standalone rate: 3550 -> 4750,exact,exact,1,1,,5059925,5059925,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000669,H4-L00669-06,standalone rate: 8400 -> 9875,exact,exact,1,1,,2036050,2036050,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000671,H4-L00671-09,standalone rate: 35200 -> 41425,exact,exact,1,1,,2843843,2843843,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000069,H4-L00069-03,standalone rate: 3550 -> 4750,exact,exact,1,1,,3522700,3522700,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000797,H4-L00797-01,standalone rate: 8400 -> 9875,exact,exact,1,1,,2429475,2429475,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000173,H4-L00173-17,standalone rate: 3550 -> 4750,exact,exact,1,1,,2904550,2904550,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000465,H4-L00465-03,standalone rate: 13900 -> 17375,exact,exact,1,1,,813125,813125,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000367,H4-L00367-07,standalone rate: 91600 -> 114500,strong,strong,1,1,,2149531,2149531,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000423,H4-L00423-02,standalone rate: 28750 -> 38325,exact,exact,1,1,,749180,749180,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000369,H4-L00369-17,standalone rate: 35200 -> 41425,exact,exact,1,1,,2572650,2572650,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000393,H4-L00393-01,standalone rate: 3550 -> 4750,exact,exact,1,1,,4520912,4520912,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000236,H4-L00236-12,standalone rate: 1250 -> 1425,exact,exact,1,1,,2297550,2297550,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000428,H4-L00428-03,standalone rate: 13900 -> 17375,exact,exact,1,1,,1387328,1387328,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000088,H4-L00088-13,standalone rate: 11875 -> 13975,exact,exact,1,1,,5285671,5285671,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000016,H4-L00016-15,standalone rate: 28625 -> 34900,exact,exact,1,1,,3234050,3234050,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000424,H4-L00424-05,standalone rate: 35200 -> 41425,exact,exact,1,1,,4621760,4621760,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000426,H4-L00426-02,standalone rate: 4900 -> 5775,exact,exact,1,1,,4417800,4417800,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000763,H4-L00763-17,standalone rate: 4900 -> 5775,exact,exact,1,1,,3228059,3228059,,1,F2,0.93,0
H4,bundle_not_applied,INV-H4-000065,H4-L00065-02,standalone rate: 1250 -> 1425,exact,exact,1,1,,540310,540310,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000289,H4-L00289-17,uplift removed: 4571 -> 3975,strong,strong,1,1,,4165533,4165533,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000467,H4-L00467-03,uplift removed: 19495 -> 13925,exact,exact,1,1,,1033045,1033045,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000212,H4-L00212-06,uplift removed: 18199 -> 15825,strong,strong,1,1,,2243138,2243138,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000823,H4-L00823-06,uplift removed: 19495 -> 13925,strong,strong,1,1,,2781425,2781425,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000723,H4-L00723-03,uplift removed: 4801 -> 4175,exact,exact,1,1,,3752837,3752837,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000135,H4-L00135-02,uplift removed: 4801 -> 4175,exact,exact,1,1,,2150499,2150499,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000402,H4-L00402-05,uplift removed: 4801 -> 4175,exact,exact,1,1,,3624065,3624065,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000087,H4-L00087-17,uplift removed: 4571 -> 3975,strong,strong,1,1,,3411011,3411011,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000456,H4-L00456-07,uplift removed: 4801 -> 4175,exact,exact,1,1,,1901874,1901874,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000702,H4-L00702-02,uplift removed: 18199 -> 15825,exact,exact,1,1,,3624763,3624763,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000255,H4-L00255-10,uplift removed: 18199 -> 15825,exact,exact,1,1,,1882120,1882120,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000268,H4-L00268-03,uplift removed: 19495 -> 13925,exact,exact,1,1,,977995,977995,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000494,H4-L00494-13,uplift removed: 4571 -> 3975,exact,exact,1,1,,3132199,3132199,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000485,H4-L00485-05,uplift removed: 4801 -> 4175,exact,exact,1,1,,3201339,3201339,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000128,H4-L00128-13,uplift removed: 19495 -> 13925,exact,exact,1,1,,2878080,2878080,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000310,H4-L00310-08,uplift removed: 19495 -> 13925,strong,strong,1,1,,1316020,1316020,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000499,H4-L00499-02,uplift removed: 19495 -> 13925,exact,exact,1,1,,3995805,3995805,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000767,H4-L00767-04,uplift removed: 19495 -> 13925,strong,strong,1,1,,2274835,2274835,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000208,H4-L00208-16,uplift removed: 4801 -> 4175,exact,exact,1,1,,3600552,3600552,,1,F2,0.93,0
H4,premium_omitted,INV-H4-000438,H4-L00438-20,uplift removed: 19495 -> 13925,exact,exact,1,1,,5005975,5005975,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000314,H4-L00314-04,uplift added: 16200 -> 20250,exact,exact,1,1,,697175,697175,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000690,H4-L00690-03,uplift added: 16200 -> 20250,exact,exact,1,1,,2240395,2240395,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000402,H4-L00402-04,uplift added: 325800 -> 407250,exact,exact,1,1,,3624065,3624065,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000154,H4-L00154-05,uplift added: 62000 -> 80600,exact,exact,1,1,,1006400,1006400,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000206,H4-L00206-04,uplift added: 13925 -> 19495,exact,exact,1,1,,1988225,1988225,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000601,H4-L00601-10,uplift added: 39175 -> 47010,exact,exact,1,1,,3781810,3781810,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000725,H4-L00725-01,uplift added: 28675 -> 37278,exact,exact,1,1,,2760625,2760625,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000180,H4-L00180-08,uplift added: 190450 -> 219018,exact,exact,1,1,,2976218,2976218,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000218,H4-L00218-03,uplift added: 16200 -> 20250,exact,exact,1,1,,2091390,2091390,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000753,H4-L00753-09,uplift added: 155700 -> 202410,exact,exact,1,1,,3517100,3517100,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000100,H4-L00100-02,uplift added: 321775 -> 402219,strong,strong,1,1,,1400750,1400750,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000701,H4-L00701-19,uplift added: 15825 -> 18199,exact,exact,1,1,,3883275,3883275,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000027,H4-L00027-10,uplift added: 32275 -> 41958,strong,strong,1,1,,3087600,3087600,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000410,H4-L00410-12,uplift added: 19550 -> 27370,exact,exact,1,1,,2163081,2163081,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000178,H4-L00178-13,uplift added: 325800 -> 407250,exact,exact,1,1,,3878225,3878225,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000546,H4-L00546-14,uplift added: 16200 -> 20250,exact,exact,1,1,,5170740,5170740,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000750,H4-L00750-04,uplift added: 39175 -> 47010,exact,exact,1,1,,1496250,1496250,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000553,H4-L00553-03,uplift added: 194400 -> 243000,exact,exact,1,1,,1389823,1389823,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000774,H4-L00774-08,uplift added: 39175 -> 47010,exact,exact,1,1,,1531025,1531025,,1,F2,0.93,0
H4,premium_incorrectly_applied,INV-H4-000182,H4-L00182-19,uplift added: 373600 -> 485680,exact,exact,1,1,,3573500,3573500,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000818,H4-L00818-06,discount removed: 134078 -> 148975,strong,strong,1,1,,3531472,3531472,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000641,H4-L00641-08,discount removed: 134078 -> 148975,strong,strong,1,1,,2581878,2581878,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000269,H4-L00269-08,discount removed: 133578 -> 157150,exact,exact,1,1,,3368618,3368618,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000639,H4-L00639-04,discount removed: 134078 -> 148975,exact,exact,1,1,,1240762,1240762,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000410,H4-L00410-11,discount removed: 133578 -> 157150,exact,exact,1,1,,2163081,2163081,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000819,H4-L00819-12,discount removed: 110005 -> 157150,exact,exact,1,1,,3072630,3072630,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000579,H4-L00579-10,discount removed: 110005 -> 157150,exact,exact,1,1,,2424905,2424905,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000674,H4-L00674-06,discount removed: 110005 -> 157150,exact,exact,1,1,,2906505,2906505,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000582,H4-L00582-16,discount removed: 110005 -> 157150,exact,exact,1,1,,4708705,4708705,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000263,H4-L00263-05,discount removed: 133578 -> 157150,exact,exact,1,1,,1153981,1153981,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000457,H4-L00457-08,discount removed: 52155 -> 57950,unit_tiebreak,unit_tiebreak,1,1,,4982560,4982560,,1,F3,0.8,0
H4,volume_discount_omitted,INV-H4-000423,H4-L00423-03,discount removed: 52155 -> 57950,exact,exact,1,1,,749180,749180,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000813,H4-L00813-10,discount removed: 134078 -> 148975,exact,exact,1,1,,3503740,3503740,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000171,H4-L00171-01,discount removed: 133578 -> 157150,exact,exact,1,1,,3983406,3983406,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000341,H4-L00341-02,discount removed: 133578 -> 157150,exact,exact,1,1,,5736706,5736706,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000393,H4-L00393-11,discount removed: 134078 -> 148975,strong,strong,1,1,,4520912,4520912,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000568,H4-L00568-08,discount removed: 134078 -> 148975,exact,exact,1,1,,3273649,3273649,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000560,H4-L00560-11,discount removed: 52155 -> 57950,exact,exact,1,1,,1908715,1908715,,1,F2,0.93,0
H4,volume_discount_omitted,INV-H4-000727,H4-L00727-15,discount removed: 52155 -> 57950,unit_tiebreak,unit_tiebreak,1,1,,3550960,3550960,,1,F3,0.8,0
H4,volume_discount_omitted,INV-H4-000469,H4-L00469-02,discount removed: 133578 -> 157150,exact,exact,1,1,,4726099,4726099,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000262,H4-L00262-07,discount added: 148975 -> 134078,strong,strong,1,1,,2110186,2110186,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000210,H4-L00210-07,discount added: 57950 -> 52155,strong,strong,1,1,,5038300,5038300,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000158,H4-L00158-09,discount added: 57950 -> 52155,exact,exact,1,1,,1897325,1897325,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000141,H4-L00141-01,discount added: 57950 -> 52155,exact,exact,1,1,,2871700,2871700,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000187,H4-L00187-05,discount added: 148975 -> 134078,strong,strong,1,1,,4163750,4163750,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000097,H4-L00097-09,discount added: 157150 -> 133578,exact,exact,1,1,,2515900,2515900,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000227,H4-L00227-14,discount added: 148975 -> 134078,exact,exact,1,1,,4035850,4035850,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000195,H4-L00195-07,discount added: 148975 -> 134078,strong,strong,1,1,,2564800,2564800,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000171,H4-L00171-14,discount added: 57950 -> 52155,strong,strong,1,1,,3983406,3983406,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000139,H4-L00139-01,discount added: 157150 -> 133578,exact,exact,1,1,,3165685,3165685,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000060,H4-L00060-05,discount added: 57950 -> 52155,unit_tiebreak,unit_tiebreak,1,1,,805625,805625,,1,F3,0.8,0
H4,volume_discount_incorrectly_applied,INV-H4-000051,H4-L00051-01,discount added: 57950 -> 52155,exact,exact,1,1,,4283425,4283425,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000013,H4-L00013-10,discount added: 157150 -> 133578,exact,exact,1,1,,2946850,2946850,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000228,H4-L00228-02,discount added: 57950 -> 52155,exact,exact,1,1,,2264805,2264805,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000075,H4-L00075-11,discount added: 148975 -> 134078,exact,exact,1,1,,2816942,2816942,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000349,H4-L00349-07,discount added: 148975 -> 134078,strong,strong,1,1,,2307175,2307175,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000009,H4-L00009-15,discount added: 148975 -> 134078,strong,strong,1,1,,3544989,3544989,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000078,H4-L00078-08,discount added: 157150 -> 133578,exact,exact,1,1,,2875625,2875625,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000127,H4-L00127-09,discount added: 57950 -> 52155,exact,exact,1,1,,4277050,4277050,,1,F2,0.93,0
H4,volume_discount_incorrectly_applied,INV-H4-000118,H4-L00118-03,discount added: 148975 -> 134078,exact,exact,1,1,,3885968,3885968,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000956,H5-L00956-01,price x0.5,exact,exact,1,1,,1224306,1224306,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000113,H5-L00113-04,price x0.75,exact,exact,1,1,,1374270,1374270,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000784,H5-L00784-01,price x0.75,exact,exact,1,1,,471266,471266,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000778,H5-L00778-04,price x0.5,exact,exact,1,1,,3267335,3267335,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000556,H5-L00556-06,price x1.5,exact,exact,1,1,,3188535,3188535,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000530,H5-L00530-03,price x1.5,exact,exact,1,1,,2127626,2127626,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000608,H5-L00608-11,price x1.25,strong,strong,1,1,,3039543,3039543,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000383,H5-L00383-01,price x1.25,exact,exact,1,1,,2147363,2147363,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000962,H5-L00962-03,price x2,exact,exact,1,1,,2428061,2428061,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000989,H5-L00989-06,price x2,unit_tiebreak,unit_tiebreak,1,1,,2776706,2776706,,1,F3,0.8,0
H5,unit_price_mismatch,INV-H5-000293,H5-L00293-04,price x1.25,exact,exact,1,1,,4026843,4026843,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-001020,H5-L01020-06,price x0.75,exact,exact,1,1,,1359899,1359899,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000797,H5-L00797-01,price x1.75,exact,exact,1,1,,1157947,1157947,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000367,H5-L00367-07,price x1.75,exact,exact,1,1,,2892582,2892582,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000320,H5-L00320-12,price x0.5,exact,exact,1,1,,3560326,3560326,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000166,H5-L00166-10,price x0.75,exact,exact,1,1,,2295203,2295203,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-001028,H5-L01028-04,price x3,exact,exact,1,1,,2167015,2167015,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000765,H5-L00765-05,price x1.75,exact,exact,1,1,,1233208,1233208,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000616,H5-L00616-14,price x2,exact,exact,1,1,,3286614,3286614,,1,F2,0.93,0
H5,unit_price_mismatch,INV-H5-000061,H5-L00061-04,price x1.5,strong,strong,1,1,,1191268,1191268,,1,F2,0.93,0
H5,wrong_unit_plus_price,INV-H5-000169,H5-L00169-11,unit per_unit_dispensed and price x2 on the same line,exact,exact,1,0,,1574032,1528372,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000923,H5-L00923-02,unit per_day and price x2 on the same line,exact,exact,1,0,,2465222,2279905,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000914,H5-L00914-03,unit per_unit_dispensed and price x2 on the same line,exact,exact,1,0,,2702284,1995034,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000418,H5-L00418-11,unit per_procedure and price x2 on the same line,exact,exact,1,0,,3201015,3156769,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000779,H5-L00779-09,unit per_procedure and price x2 on the same line,unit_tiebreak,unit_tiebreak,1,0,,3057035,2261941,,0,F3,0.8,2
H5,wrong_unit_plus_price,INV-H5-000107,H5-L00107-09,unit per_procedure and price x2 on the same line,exact,exact,1,0,,6236437,6115057,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000924,H5-L00924-09,unit per_visit and price x2 on the same line,exact,exact,1,0,,1237447,1196647,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000676,H5-L00676-08,unit per_night and price x2 on the same line,exact,exact,1,0,,5937609,5671487,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000552,H5-L00552-02,unit per_test and price x2 on the same line,exact,exact,1,0,,1354154,1333754,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000838,H5-L00838-15,unit per_night and price x2 on the same line,exact,exact,1,0,,2154980,2103005,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000803,H5-L00803-02,unit per_visit and price x2 on the same line,exact,exact,1,0,,5140839,4670245,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000013,H5-L00013-02,unit per_test and price x2 on the same line,exact,exact,1,0,,3849293,2370617,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000483,H5-L00483-20,unit per_visit and price x2 on the same line,unit_tiebreak,ambiguous,0,0,,4563486,4173702,,0,C5,0.7,2
H5,wrong_unit_plus_price,INV-H5-000701,H5-L00701-07,unit per_hour and price x2 on the same line,exact,exact,1,0,,3664029,3626931,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000910,H5-L00910-14,unit per_visit and price x2 on the same line,exact,exact,1,0,,4245109,4163409,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000940,H5-L00940-08,unit per_test and price x2 on the same line,exact,exact,1,0,,4206232,4135982,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000533,H5-L00533-06,unit per_visit and price x2 on the same line,strong,none,1,0,unknown_service,1565623,1538575,,0,F3,0.8,2
H5,wrong_unit_plus_price,INV-H5-000018,H5-L00018-11,unit per_unit_dispensed and price x2 on the same line,strong,none,1,0,unknown_service,2625120,2415728,,0,F3,0.8,2
H5,wrong_unit_plus_price,INV-H5-000154,H5-L00154-06,unit per_test and price x2 on the same line,exact,exact,1,0,,1334259,1217400,,0,F2,0.93,2
H5,wrong_unit_plus_price,INV-H5-000738,H5-L00738-13,unit per_day and price x2 on the same line,exact,exact,1,0,,4666517,4643585,,0,F2,0.93,2
H5,line_total_arithmetic,INV-H5-000625,H5-L00625-15,line total off by one unit (-34385),exact,exact,1,1,,2278445,2278445,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000944,H5-L00944-10,line total off by one unit (+23939),exact,exact,1,1,,3745500,3745500,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000715,H5-L00715-15,line total off by one unit (+1950),exact,exact,1,1,,7252548,7252548,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000522,H5-L00522-01,line total off by one unit (-205460),strong,strong,1,1,,2187399,2187399,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000598,H5-L00598-06,line total off by one unit (+5910),strong,strong,1,1,,2297893,2297893,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000791,H5-L00791-03,line total off by one unit (-156100),exact,exact,1,1,,2409561,2409561,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000989,H5-L00989-01,line total off by one unit (-207590),exact,exact,1,1,,2776706,2776706,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000370,H5-L00370-04,line total off by one unit (+172969),exact,exact,1,1,,1113454,1113454,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000940,H5-L00940-18,line total off by one unit (+672125),exact,exact,1,1,,4135982,4135982,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000581,H5-L00581-04,line total off by one unit (+5897),exact,exact,1,1,,4983046,4983046,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000546,H5-L00546-06,line total off by one unit (+2619),exact,exact,1,1,,1605164,1605164,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000980,H5-L00980-09,line total off by one unit (-10553),exact,exact,1,1,,2661095,2661095,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000351,H5-L00351-06,line total off by one unit (-570709),exact,exact,1,1,,1975300,1975300,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000507,H5-L00507-02,line total off by one unit (-122623),exact,exact,1,1,,1851981,1851981,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000611,H5-L00611-03,line total off by one unit (-47650),exact,exact,1,1,,2024008,2024008,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000617,H5-L00617-05,line total off by one unit (+2672),exact,exact,1,1,,2792147,2792147,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000623,H5-L00623-19,line total off by one unit (-10616),exact,exact,1,1,,3728292,3728292,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000816,H5-L00816-07,line total off by one unit (-421875),exact,exact,1,1,,3037479,3037479,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000066,H5-L00066-10,line total off by one unit (-120783),exact,exact,1,1,,3033515,3033515,,1,F1,0.97,0
H5,line_total_arithmetic,INV-H5-000931,H5-L00931-03,line total off by one unit (+22576),strong,strong,1,1,,2722883,2722883,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000335,,invoice total -25000,,,1,1,,3652120,3652120,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000889,,invoice total +100000,,,1,1,,1640226,1640226,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000818,,invoice total +50000,,,1,1,,3041310,3041310,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000647,,invoice total +100000,,,1,1,,2569143,2569143,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000488,,invoice total +100000,,,1,1,,1455221,1455221,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000772,,invoice total -100000,,,1,1,,2791902,2791902,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000532,,invoice total +100000,,,1,1,,1643101,1643101,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000135,,invoice total +100000,,,1,1,,2186524,2186524,,1,F1,0.97,0
H5,invoice_total_mismatch,INV-H5-000758,,invoice total +50000,,,1,1,,3052106,3052106,,1,F1,0.97,0
